DataType,State,District,Observer,Item,Created_Date,Modified_Date
District_Report,Andhra Pradesh,Vizianagaram City,SHRI. RAVINDRA DAS,District Profile: Vizianagaram City,2025-12-06T21:22:13,2025-12-06T21:22:13
District_Report,Andhra Pradesh,West Godavari (Narasapuram),SHRI. JASVEER SINGH DIMPA,District Profile: West Godavari (Narasapuram),2025-12-01T15:53:06,2025-12-01T15:53:06
District_Report,Andhra Pradesh,YSR Kadapa,SHRI. VIJAY VASANTH,District Profile: YSR Kadapa,2025-12-14T11:22:57,2025-12-14T11:22:57
District_Report,Arunachal Pradesh,Lower Siang,MS ISHITA SEDHA,District Profile: Lower Siang,2026-04-03T09:19:05,2026-04-03T09:19:05
District_Report,Arunachal Pradesh,West Kameng,SHRI PURANCHAND PADHI,District Profile: West Kameng,2026-04-05T18:59:11,2026-04-05T18:59:11
District_Report,Bihar,Araria,SHRI. AFTAB AHMED,District Profile: Araria,2026-03-08T23:16:10,2026-03-08T23:16:10
District_Report,Bihar,Arwal,SMT. NEETU VERMA,District Profile: Arwal,2026-03-10T22:16:14,2026-03-10T22:16:14
District_Report,Bihar,Aurangabad,SHRI RAJESH THAKUR,District Profile: Aurangabad,2026-03-07T21:26:30,2026-03-07T21:26:30
District_Report,Bihar,Banka,SHRI DEBASIS PATNAIK,District Profile: Banka,2026-02-27T10:37:21,2026-02-27T10:37:21
District_Report,Bihar,Begusarai,SHRI MAMAN KHAN,District Profile: Begusarai,2026-03-06T15:44:21,2026-03-06T15:44:21
District_Report,Bihar,Bhagalpur,SHRI DEBASIS PATNAIK,District Profile: Bhagalpur,2026-02-27T09:35:32,2026-02-27T09:35:32
District_Report,Bihar,Bhojpur,MS. AMBA PRASAD,District Profile: Bhojpur,2026-03-11T20:32:01,2026-03-11T20:32:01
District_Report,Bihar,Darbhanga,"SMT. SANGEETA BENIWAL, EX. MP CANDIDATE",District Profile: Darbhanga,2026-03-06T12:04:24,2026-03-06T12:04:24
District_Report,Bihar,Gaya,SHRI YOGESH DIKSHIT,District Profile: Gaya,2026-03-06T21:24:07,2026-03-06T21:24:07
District_Report,Bihar,Gopalganj,SHRI MAQSOOD KHAN,District Profile: Gopalganj,2026-03-09T01:20:49,2026-03-09T01:20:49
District_Report,Bihar,Jahanabad,SMT. NEETU VERMA,District Profile: Jahanabad,2026-03-10T22:17:54,2026-03-10T22:17:54
District_Report,Bihar,Katihar,SHRI. ARUN YADAV,District Profile: Katihar,2026-03-07T17:41:18,2026-03-07T17:41:18
District_Report,Bihar,Khagaria,"SHRI RAO DAN SINGH, EX. MINISTER",District Profile: Khagaria,2026-03-10T16:36:43,2026-03-10T16:36:43
District_Report,Bihar,Kishanganj,SHRI. AFTAB AHMED,District Profile: Kishanganj,2026-03-08T22:56:33,2026-03-08T22:56:33
District_Report,Bihar,Madhepur,SHRI. SANJAY KAPOOR,District Profile: Madhepur,2026-03-05T21:31:20,2026-03-05T21:31:20
District_Report,Bihar,Madhubaini,SHRI AHKILESH SHUKLA,District Profile: Madhubaini,2026-03-05T13:03:49,2026-03-05T13:03:49
District_Report,Bihar,Munger,"SHRI RAO DAN SINGH, EX. MINISTER",District Profile: Munger,2026-03-10T17:18:53,2026-03-10T17:18:53
District_Report,Bihar,Muzzafarpur,SHRI MANAS CHAUDHARY,District Profile: Muzzafarpur,2026-03-03T18:18:11,2026-03-03T18:18:11
District_Report,Bihar,Nalanda,SHRI. RANVIJAY SINGH LOCHAV,District Profile: Nalanda,2026-03-05T15:44:58,2026-03-05T15:44:58
District_Report,Bihar,Nawada,SHRI JAISHANKAR PATHAK,District Profile: Nawada,2026-03-07T14:01:42,2026-03-07T14:01:42
District_Report,Bihar,Patna Rural 1,"SHRI ASHOK SINGH, MP",District Profile: Patna Rural 1,2026-03-09T13:01:43,2026-03-09T13:01:43
District_Report,Bihar,Patna Rural 2,"SHRI BHAJAN LAL JATAV, MP",District Profile: Patna Rural 2,2026-03-06T11:05:51,2026-03-06T11:05:51
District_Report,Bihar,Patna Urban,"SHRI ASHOK SINGH, MP",District Profile: Patna Urban,2026-03-07T08:58:07,2026-03-07T08:58:07
District_Report,Bihar,Purnia,SHRI. SANJAY KAPOOR,District Profile: Purnia,2026-03-05T00:02:27,2026-03-05T00:02:27
District_Report,Bihar,Purvi Champaran,"SHRI HIMMAT SINGH PATEL, EX. MLA",District Profile: Purvi Champaran,2026-03-05T22:04:19,2026-03-05T22:04:19
District_Report,Bihar,Rohtas,MS. SHWETA SINGH,District Profile: Rohtas,2026-03-06T11:15:43,2026-03-06T11:15:43
District_Report,Bihar,Samastipur,SHRI. ABDUL HANNAN,District Profile: Samastipur,2026-03-05T16:48:23,2026-03-05T16:48:23
District_Report,Bihar,Sheikhpur,SHRI JAISHANKAR PATHAK,District Profile: Sheikhpur,2026-03-07T14:01:49,2026-03-07T14:01:49
District_Report,Bihar,Sheohar,SHRI. SANJAY CHHOKAR,District Profile: Sheohar,2026-03-06T20:37:38,2026-03-06T20:37:38
District_Report,Bihar,Sitamarhi,SHRI. SANJAY CHHOKAR,District Profile: Sitamarhi,2026-03-06T20:15:18,2026-03-06T20:15:18
District_Report,Bihar,Siwan,SHRI MALENDRA RAJAN,District Profile: Siwan,2026-03-08T11:16:30,2026-03-08T11:16:30
District_Report,Bihar,Vaishali,DR. RAGINI NAYAK,District Profile: Vaishali,2026-03-09T14:22:58,2026-03-09T14:22:58
District_Report,Chhattisgarh,Balod,"SHRI MANOJ YADAV, AICC SECRETARY",District Profile: Balod,2025-10-23T09:41:33,2025-10-23T09:41:33
District_Report,Chhattisgarh,Balodabazar,"DR. NITIN RAUT, EX. MINISTER",District Profile: Balodabazar,2025-10-23T11:23:10,2025-10-23T11:23:10
District_Report,Chhattisgarh,Balrampur,SHRI VIKAS THAKRE,District Profile: Balrampur,2025-10-21T23:15:56,2025-10-21T23:15:56
District_Report,Chhattisgarh,Bastar Rural,SHRI SAPTAGIRI ULAKA,District Profile: Bastar Rural,2025-10-21T23:20:06,2025-10-21T23:20:06
District_Report,Chhattisgarh,Bemetara,SHRI SHYAM KUMAR BARWE,District Profile: Bemetara,2025-10-22T21:43:21,2025-10-22T21:43:21
District_Report,Chhattisgarh,Bhilai city,SHRI AJAY KUMAR LALLU,District Profile: Bhilai city,2025-10-17T11:09:29,2025-10-17T11:09:29
District_Report,Chhattisgarh,Bijapaur,SHRI AZMATULLAH HUSSAINI,District Profile: Bijapaur,2025-10-21T13:37:12,2025-10-21T13:37:12
District_Report,Chhattisgarh,Bilaspur City,SHRI UMANG SINGAR,District Profile: Bilaspur City,2025-10-20T11:51:58,2025-10-20T11:51:58
District_Report,Chhattisgarh,Bilaspur Rural,SHRI UMANG SINGAR,District Profile: Bilaspur Rural,2025-10-20T11:00:44,2025-10-20T11:00:44
District_Report,Chhattisgarh,Dantewada,SHRI AZMATULLAH HUSSAINI,District Profile: Dantewada,2025-10-21T13:55:37,2025-10-21T13:55:37
District_Report,Chhattisgarh,Dhamtari,SMT. REHANAA CHISTI EX.CHAIRMAN MAHILA AYOG,District Profile: Dhamtari,2025-10-18T12:11:03,2025-10-18T12:11:03
District_Report,Chhattisgarh,Durg city,SHRI AJAY KUMAR LALLU,District Profile: Durg city,2025-10-17T15:17:09,2025-10-17T15:17:09
District_Report,Chhattisgarh,Durg rural,SHRI AJAY KUMAR LALLU,District Profile: Durg rural,2025-10-16T20:12:09,2025-10-16T20:12:09
District_Report,Chhattisgarh,Garella-Pendra Marwahi,SHRI SUBODH KANT SAHAI,District Profile: Garella-Pendra Marwahi,2025-10-21T15:36:37,2025-10-21T15:36:37
District_Report,Chhattisgarh,Gariaband,SMT. REHANAA CHISTI EX.CHAIRMAN MAHILA AYOG,District Profile: Gariaband,2025-10-19T17:51:10,2025-10-19T17:51:10
District_Report,Chhattisgarh,Jagdalpur City,SHRI SAPTAGIRI ULAKA,District Profile: Jagdalpur City,2025-10-22T00:49:09,2025-10-22T00:49:09
District_Report,Chhattisgarh,Janjgeer-Champa,SHRI VIVEK BANSAL,District Profile: Janjgeer-Champa,2025-10-23T04:59:52,2025-10-23T04:59:52
District_Report,Chhattisgarh,Jashpur,SHRI RAJESH THAKUR,District Profile: Jashpur,2025-10-22T17:32:16,2025-10-22T17:32:16
District_Report,Chhattisgarh,Kanker,"SHRI MANOJ YADAV, AICC SECRETARY",District Profile: Kanker,2025-10-23T09:48:37,2025-10-23T09:48:37
District_Report,Chhattisgarh,Kawardha,SHRI SHYAM KUMAR BARWE,District Profile: Kawardha,2025-10-22T21:14:26,2025-10-22T21:14:26
District_Report,Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,SHRI CHARAN SINGH SAPRA,District Profile: Khairagarh-Chhuikhadan-Gandai,2025-10-15T18:43:34,2025-10-15T18:43:34
District_Report,Chhattisgarh,Kondagaon,SHRI SAPTAGIRI ULAKA,District Profile: Kondagaon,2025-10-22T13:21:40,2025-10-22T13:21:40
District_Report,Chhattisgarh,Korba City,SHRI R. C. KHUNTIA,District Profile: Korba City,2025-10-19T20:40:19,2025-10-19T20:40:19
District_Report,Chhattisgarh,Korba Rural,SHRI R. C. KHUNTIA,District Profile: Korba Rural,2025-10-19T19:59:06,2025-10-19T19:59:06
District_Report,Chhattisgarh,Koriya,SHRI SUBODH KANT SAHAI,District Profile: Koriya,2025-10-11T18:53:22,2025-10-11T18:53:22
District_Report,Chhattisgarh,Mahasamund,MS RITA CHAUDHARY,District Profile: Mahasamund,2025-10-22T19:00:15,2025-10-22T19:00:15
District_Report,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,SHRI SUBODH KANT SAHAI,District Profile: Manendragarh-Chirmiri-Bharatpur,2025-10-17T12:14:29,2025-10-17T12:14:29
District_Report,Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,SHRI CHARAN SINGH SAPRA,District Profile: Mohla-Manpur-Ambagarh Chowki,2025-10-14T19:18:32,2025-10-14T19:18:32
District_Report,Chhattisgarh,Mungeli,SHRI UMANG SINGAR,District Profile: Mungeli,2025-10-20T12:32:55,2025-10-20T12:32:55
District_Report,Chhattisgarh,Narayanpur,SHRI AZMATULLAH HUSSAINI,District Profile: Narayanpur,2025-10-21T14:11:36,2025-10-21T14:11:36
District_Report,Chhattisgarh,Raigarh City,SHRI SITARAM LAMBA,District Profile: Raigarh City,2025-10-17T21:56:21,2025-10-17T21:56:21
District_Report,Chhattisgarh,Raigarh Rural,SHRI SITARAM LAMBA,District Profile: Raigarh Rural,2025-10-17T22:21:56,2025-10-17T22:21:56
District_Report,Chhattisgarh,Raipur City,SHRI PRAFULLA GUDADHE,District Profile: Raipur City,2025-10-19T13:52:10,2025-10-19T13:52:10
District_Report,Chhattisgarh,Raipur Rural,SHRI PRAFULLA GUDADHE,District Profile: Raipur Rural,2025-10-19T13:52:24,2025-10-19T13:52:24
District_Report,Chhattisgarh,Rajnandgaon City,SHRI CHARAN SINGH SAPRA,District Profile: Rajnandgaon City,2025-10-15T19:19:53,2025-10-15T19:19:53
District_Report,Chhattisgarh,Rajnandgaon Rural,SHRI CHARAN SINGH SAPRA,District Profile: Rajnandgaon Rural,2025-10-15T20:01:56,2025-10-15T20:01:56
District_Report,Chhattisgarh,Sakti,SHRI VIVEK BANSAL,District Profile: Sakti,2025-10-22T14:13:26,2025-10-22T14:13:26
District_Report,Chhattisgarh,Sukma,SHRI AZMATULLAH HUSSAINI,District Profile: Sukma,2025-10-21T14:29:03,2025-10-21T14:29:03
District_Report,Chhattisgarh,Surajpur,SHRI VIKAS THAKRE,District Profile: Surajpur,2025-10-21T18:12:09,2025-10-21T18:12:09
District_Report,Chhattisgarh,Surguja,SHRI RAJESH THAKUR,District Profile: Surguja,2025-10-22T18:40:13,2025-10-22T18:40:13
District_Report,Delhi,Mehrauli,SHRI SURENDER SINGH BAGHEL,District Profile: Mehrauli,2026-04-13T13:33:26,2026-04-13T13:33:26
District_Report,Delhi,Rohini,SHRI LALJI DESAI,District Profile: Rohini,2026-04-08T17:14:37,2026-04-08T17:14:37
District_Report,Goa,Kushavati,SHRI VIJAY INDER SINGLA,District Profile: Kushavati,2026-03-11T11:15:20,2026-03-11T11:15:20
District_Report,Goa,Mhadei,SHRI RC KHUNTIA,District Profile: Mhadei,2026-03-03T13:51:06,2026-03-03T13:51:06
District_Report,Goa,North Goa,MS SHOBHA OZA,District Profile: North Goa,2026-03-06T13:00:59,2026-03-06T13:00:59
District_Report,Goa,South Goa,SHRI N RAGUVEERA REDDY,District Profile: South Goa,2026-03-03T17:49:17,2026-03-03T17:49:17
District_Report,Himachal Pradesh,Bilaspur,MS HINA KAWRE,District Profile: Bilaspur,2025-12-07T08:22:08,2025-12-07T08:22:08
District_Report,Himachal Pradesh,Chamba,SHRI SUKHDEV BHAGAT,District Profile: Chamba,2025-12-07T19:59:13,2025-12-07T19:59:13
District_Report,Himachal Pradesh,Hamirpur,SHRI SHAKTISINH GOHIL,District Profile: Hamirpur,2025-12-16T16:00:06,2025-12-16T16:00:06
District_Report,Himachal Pradesh,Kangra,SHRI VIKAR RASOOL WANI,District Profile: Kangra,2025-12-12T12:05:20,2025-12-12T12:05:20
District_Report,Himachal Pradesh,Kinnaur,SHRI. RANVIJAY SINGH LOCHAV,District Profile: Kinnaur,2025-12-08T09:17:42,2025-12-08T09:17:42
District_Report,Himachal Pradesh,Kullu,SHRI KULDEEP INDORA,District Profile: Kullu,2025-12-07T18:07:27,2025-12-07T18:07:27
District_Report,Himachal Pradesh,Lahaulspiti,KM. JYOTI RAUTELA,District Profile: Lahaulspiti,2025-12-07T19:22:16,2025-12-07T19:22:16
District_Report,Himachal Pradesh,Mandi,SHRI RAJESH THAKUR,District Profile: Mandi,2025-12-10T11:46:17,2025-12-10T11:46:17
District_Report,Himachal Pradesh,Shimla (R),SMT. SANJANA JATAV,District Profile: Shimla (R),2025-12-07T23:09:29,2025-12-07T23:09:29
District_Report,Himachal Pradesh,Shimla (U),SMT. SANJANA JATAV,District Profile: Shimla (U),2025-12-07T23:02:28,2025-12-07T23:02:28
District_Report,Himachal Pradesh,Sirmaur,SHRI BP SINGH,District Profile: Sirmaur,2025-12-08T00:38:03,2025-12-08T00:38:03
District_Report,Himachal Pradesh,Solan,SHRI. JITENDRA BAGHEL,District Profile: Solan,2025-12-07T17:29:31,2025-12-07T17:29:31
District_Report,Himachal Pradesh,Una,SHRI SUKHDEV PANSE,District Profile: Una,2025-12-02T19:40:44,2025-12-02T19:40:44
District_Report,Jammu and Kashmir,Anantnag,SHRI RAFIQ KHAN,District Profile: Anantnag,2025-12-09T12:10:29,2025-12-09T12:10:29
District_Report,Jammu and Kashmir,Bandipur,SHRI SITARAM LAMBA,District Profile: Bandipur,2025-12-07T20:42:13,2025-12-07T20:42:13
District_Report,Jammu and Kashmir,Baramulla,SHRI. ABDUL HANNAN,District Profile: Baramulla,2025-12-08T15:57:47,2025-12-08T15:57:47
District_Report,Jammu and Kashmir,Budgam,SMT. SHAMINA SHAFIQ,District Profile: Budgam,2025-12-15T08:17:35,2025-12-15T08:17:35
District_Report,Jammu and Kashmir,Doda,SHRI PRAKASH JOSHI,District Profile: Doda,2025-12-08T22:32:20,2025-12-08T22:32:20
District_Report,Jammu and Kashmir,Ganderbal,SHRI. SANJAY CHHOKAR,District Profile: Ganderbal,2025-12-08T19:50:26,2025-12-08T19:50:26
District_Report,Jammu and Kashmir,Jammu Rural,SHRI MOHAN MARKAM,District Profile: Jammu Rural,2025-12-05T20:56:48,2025-12-05T20:56:48
District_Report,Jammu and Kashmir,Jammu Urban,MS RITA CHAUDHARY,District Profile: Jammu Urban,2025-12-08T22:30:06,2025-12-08T22:30:06
District_Report,Jammu and Kashmir,Kathua,SHRI YASHPAL ARYA,District Profile: Kathua,2025-12-06T12:52:28,2025-12-06T12:52:28
District_Report,Jammu and Kashmir,Kishtwar,SHRI KEWAL SINGH PATHANIA,District Profile: Kishtwar,2025-12-08T08:27:36,2025-12-08T08:27:36
District_Report,Jammu and Kashmir,Kulgam,SHRI. JAYENDRA RAMOLA,District Profile: Kulgam,2025-12-07T18:12:45,2025-12-07T18:12:45
District_Report,Jammu and Kashmir,Kupwara,SHRI. SANJAY KAPOOR,District Profile: Kupwara,2025-12-08T23:06:09,2025-12-08T23:06:09
District_Report,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,District Profile: Poonch,2025-12-08T19:52:26,2025-12-08T19:52:26
District_Report,Jammu and Kashmir,Pulwama,SHRI. AFTAB AHMED,District Profile: Pulwama,2025-12-15T10:10:23,2025-12-15T10:10:23
District_Report,Jammu and Kashmir,Ramban,SHRI JETTI KUSUM KUMAR,District Profile: Ramban,2025-12-08T16:40:53,2025-12-08T16:40:53
District_Report,Jammu and Kashmir,Reasi,SMT. SARIKA SINGH,District Profile: Reasi,2025-12-08T11:06:54,2025-12-08T11:06:54
District_Report,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,District Profile: Samba,2025-12-14T20:39:49,2025-12-14T20:39:49
District_Report,Jammu and Kashmir,Shopian,SHRI DINESH GURJAR,District Profile: Shopian,2025-12-01T21:44:04,2025-12-01T21:44:04
District_Report,Jammu and Kashmir,Srinagar,SHRI. AJAY KUMAR LALLU,District Profile: Srinagar,2025-12-06T10:07:00,2025-12-06T10:07:00
District_Report,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,District Profile: Udhampur,2025-12-08T15:51:40,2025-12-08T15:51:40
District_Report,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",District Profile: Bokaro,2025-09-16T17:47:12,2025-09-16T17:47:12
District_Report,Jharkhand,Chatra,"SHRI SHYAM KUMAR BARWE, MP",District Profile: Chatra,2025-09-22T11:45:46,2025-09-22T11:45:46
District_Report,Jharkhand,Deoghar,"SHRI MALENDRA RAJAN, MLA",District Profile: Deoghar,2025-09-19T17:41:24,2025-09-19T17:41:24
District_Report,Jharkhand,Dhanbad,SHRI DINESH GURJAR,District Profile: Dhanbad,2025-09-16T19:53:34,2025-09-16T19:53:34
District_Report,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,District Profile: Dumka,2025-09-15T20:01:22,2025-09-15T20:01:22
District_Report,Jharkhand,East Singhbhum,"SHRI ANANT PATEL, MLA",District Profile: East Singhbhum,2025-09-16T16:38:52,2025-09-16T16:38:52
District_Report,Jharkhand,Garhwa,"SMT. YASHOMATI THAKUR , EX MINISTER",District Profile: Garhwa,2025-09-18T21:51:51,2025-09-18T21:51:51
District_Report,Jharkhand,Giridih,"SHRI IMRAN KHEDAWALA, MLA",District Profile: Giridih,2025-09-06T08:36:26,2025-09-06T08:36:26
District_Report,Jharkhand,Godda,SHRI RC KHUNTIA,District Profile: Godda,2025-09-16T21:15:10,2025-09-16T21:15:10
District_Report,Jharkhand,Gumla,SHRI RAGHU SHARMA,District Profile: Gumla,2025-09-17T14:24:08,2025-09-17T14:24:08
District_Report,Jharkhand,Hazaribagh,"SHRI SUDEEP ROY BURMAN, EX. CLP",District Profile: Hazaribagh,2025-09-18T07:57:34,2025-09-18T07:57:34
District_Report,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",District Profile: Jamtara,2025-09-17T23:48:24,2025-09-17T23:48:24
District_Report,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",District Profile: Khunti,2025-09-07T11:56:39,2025-09-07T11:56:39
District_Report,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",District Profile: Koderma,2025-09-16T23:03:01,2025-09-16T23:03:01
District_Report,Jharkhand,Latehar,"SHRI SUNIL KEDAR, EX. MINISTER",District Profile: Latehar,2025-09-18T21:27:24,2025-09-18T21:27:24
District_Report,Jharkhand,Lohardaga,SHRI MOHAN MARKAM,District Profile: Lohardaga,2025-09-13T17:41:14,2025-09-13T17:41:14
District_Report,Jharkhand,Pakur,"SHRI ABDUL KHALEQUE, EX. MP",District Profile: Pakur,2025-09-16T12:18:24,2025-09-16T12:18:24
District_Report,Jharkhand,Palamu,"DR. AMEE YAJNIK, MEMBER CEC",District Profile: Palamu,2025-09-13T18:15:45,2025-09-13T18:15:45
District_Report,Jharkhand,Ramgarh,"SHRI. PREM SAI THEKAM, EX MINISTER",District Profile: Ramgarh,2025-09-19T18:57:28,2025-09-19T18:57:28
District_Report,Jharkhand,Ranchi Mahanagar,"SHRI VIJAY INDER SINGLA, EX MINISTER",District Profile: Ranchi Mahanagar,2025-09-11T15:13:12,2025-09-11T15:13:12
District_Report,Jharkhand,Ranchi Rural,"SMT. PHULO DEVI NETAM, MP MEMBER CWC",District Profile: Ranchi Rural,2025-09-15T21:12:55,2025-09-15T21:12:55
District_Report,Jharkhand,Sahibganj,"SHRI PRABHU TOKIA, PRESIDENT TCC D&N HAVELI",District Profile: Sahibganj,2025-09-22T21:53:59,2025-09-22T21:53:59
District_Report,Jharkhand,Saraikela-Kharsawan,SHRI BISHWARANJAN MOHANTHY,District Profile: Saraikela-Kharsawan,2025-09-15T10:42:02,2025-09-15T10:42:02
District_Report,Jharkhand,Simdega,SHRI. H. S. LUCKY,District Profile: Simdega,2025-09-14T18:04:20,2025-09-14T18:04:20
District_Report,Jharkhand,West Singhbhum,"SHRI SAJJAN SINGH VERMA, EX. MINISTER",District Profile: West Singhbhum,2025-09-17T16:51:41,2025-09-17T16:51:41
District_Report,Maharashtra,Bhiwandi City,SHRI MAMAN KHAN,District Profile: Bhiwandi City,2026-04-08T22:32:52,2026-04-08T22:32:52
District_Report,Maharashtra,Thane Rural,SHRI MAMAN KHAN,District Profile: Thane Rural,2026-04-08T17:10:05,2026-04-08T17:10:05
District_Report,Manipur,Bishnupur,SHRI. AZMATULLAH HUSAINI,District Profile: Bishnupur,2026-03-06T16:12:22,2026-03-06T16:12:22
District_Report,Manipur,Chandel,SHRI PRAFULLA GUDADHE,District Profile: Chandel,2026-02-24T10:27:25,2026-02-24T10:27:25
District_Report,Manipur,Churachandpur,Shri Venugopal Rao Harkara,District Profile: Churachandpur,2026-03-11T15:00:25,2026-03-11T15:00:25
District_Report,Manipur,City District,SHRI GIDUGU RUDRA RAJU,District Profile: City District,2026-03-06T22:42:05,2026-03-06T22:42:05
